52	1.0	2.8	-3.4	4.4	140.5	0.42
53	1.0	4.1	-2.1	4.6	117.1	0.04
54	1.0	2.6	-1.1	2.8	112.9	-0.42
55	0.0	1.5	-0.9	1.7	121.0	-0.45
56	0.0	1.0	-0.4	1.1	111.8	-0.45
57	0.0	0.7	-0.4	0.8	119.7	0.54
58	0.0	-0.2	0.0	0.2	180.0	0.51
59	0.0	-0.4	-0.4	0.6	225.0	0.89
60	0.0	-0.2	-0.1	0.2	243.4	0.08
61	0.0	-1.1	-0.6	1.3	241.4	0.09
62	1.0	-2.6	0.0	2.6	180.0	-0.43
63	1.0	-5.4	0.2	5.4	272.1	-0.26
64	1.0	-8.0	1.8	8.2	282.7	0.32
65	1.0	-5.9	2.0	6.2	288.7	0.03
66	1.0	-2.1	2.5	3.3	320.0	-0.04
67	1.0	2.5	2.5	3.5	45.0	0.47
68	1.0	4.5	1.9	4.9	67.1	-0.52
69	1.0	3.2	0.9	3.3	74.3	0.02
70	0.0	2.0	0.0	2.0	90.0	1.17
71	0.0	1.0	-0.3	1.0	106.7	0.42
72	0.0	0.4	0.0	0.4	90.0	0.72
73	0.0	-0.1	-0.3	0.3	198.4	0.36
74	0.0	-0.7	-0.1	0.7	261.9	-0.29
75	0.0	-0.6	-0.4	0.7	236.3	0.09
76	0.0	-1.3	-0.2	1.3	261.3	0.91
77	0.0	-2.1	0.4	2.1	280.8	-0.43
78	1.0	-4.1	1.3	4.3	287.6	0.13
79	1.0	-5.9	3.3	6.8	299.2	0.02
80	1.0	-5.5	6.9	8.8	321.4	-0.45
81	1.0	-1.9	7.4	7.6	345.6	-0.44
82	1.0	2.6	6.6	7.1	21.5	-0.93
83	1.0	3.7	4.1	5.5	42.1	-0.06
84	1.0	2.6	2.4	3.5	47.3	-0.08
85	0.0	1.6	0.5	1.7	72.6	-0.01
86	0.0	0.6	0.6	0.8	45.0	-0.33
87	0.0	0.3	-0.1	0.3	108.4	-0.45
88	0.0	-0.5	-0.4	0.6	231.3	-0.05
89	0.0	-0.2	-0.5	0.5	201.8	0.3
90	0.0	-0.5	-0.8	0.9	212.0	-0.25
91	0.0	-1.0	0.1	1.0	275.7	-0.02
92	0.0	-1.7	0.4	1.7	283.2	0.42
93	1.0	-2.2	1.7	2.8	307.7	0.04
94	1.0	-3.6	3.1	4.8	310.7	0.1
95	1.0	-2.9	5.0	5.8	329.9	0.07
96	1.0	-1.0	6.0	6.1	350.5	0.01
97	1.0	1.1	5.4	5.5	11.5	0.72
98	1.0	1.2	3.2	3.4	20.6	0.09
99	0.0	1.7	1.7	2.4	45.0	0.41
100	0.0	0.7	0.5	0.9	54.5	0.59
101	0.0	0.2	-0.1	0.2	116.6	-0.12
102	0.0	0.0	-0.2	0.2	180.0	0.21
103	0.0	0.0	-0.5	0.5	180.0	0.29
104	0.0	-0.2	-0.5	0.5	201.8	0.2
105	0.0	-0.5	-0.2	0.5	248.2	0.51
106	0.0	-0.2	-0.2	0.3	225.0	0.0
107	0.0	-0.8	0.0	0.8	180.0	0.34
108	0.0	-1.6	0.9	1.8	299.4	0.51
109	0.0	-1.5	1.6	2.2	316.8	-0.4
110	1.0	-1.1	2.5	2.7	336.3	0.35
111	1.0	-0.5	3.1	3.1	350.8	-0.33
112	1.0	0.4	2.9	2.9	7.9	0.48
113	0.0	0.4	1.9	1.9	11.9	0.35
114	0.0	0.5	1.0	1.1	26.6	0.32
115	0.0	0.4	0.0	0.4	90.0	-0.68
116	0.0	-0.1	-0.8	0.8	187.1	-0.23
117	0.0	-0.1	-0.6	0.6	189.5	0.43
118	0.0	-0.8	-1.0	1.3	218.7	0.03
119	0.0	-0.8	-0.9	1.2	221.6	0.0
120	0.0	-0.7	-0.6	0.9	229.4	-0.14
