1	0.0	-0.3	-0.3	0.2	225.0	0.29
2	0.0	0.0	0.0	0.0	0.0	0.07
3	0.0	-0.1	-0.1	0.0	225.0	0.17
4	0.0	0.0	-0.1	0.0	180.0	-0.02
5	0.0	-0.1	-0.3	0.1	198.4	0.01
6	0.0	0.0	-0.4	0.2	180.0	-0.21
7	0.0	-0.4	-0.1	0.2	256.0	0.47
8	0.0	-0.1	-0.1	0.0	225.0	-0.11
9	0.0	0.0	0.0	0.0	0.0	-0.13
10	0.0	0.0	-0.1	0.0	180.0	0.1
11	0.0	-0.2	-0.1	0.0	243.4	0.19
12	0.0	0.3	0.0	0.1	90.0	-0.28
13	0.0	-0.1	-0.3	0.1	198.4	0.35
14	0.0	-0.2	-0.3	0.2	213.7	-0.64
15	0.0	0.0	0.0	0.0	0.0	0.01
16	0.0	-0.1	0.0	0.0	180.0	0.12
17	0.0	0.0	0.0	0.0	0.0	0.0
18	0.0	0.1	-0.5	0.3	168.7	0.2
19	0.0	-0.2	-0.1	0.0	243.4	0.15
20	0.0	-0.3	-0.1	0.1	251.6	0.19
21	0.0	0.1	0.0	0.0	90.0	0.03
22	0.0	-0.1	-0.2	0.0	206.6	-0.36
23	0.0	-0.1	-0.1	0.0	225.0	0.13
24	0.0	0.0	0.0	0.0	0.0	0.04
25	0.0	0.3	-0.1	0.1	108.4	-0.24
26	0.0	-0.1	-0.1	0.0	225.0	0.08
27	0.0	0.1	-0.1	0.0	135.0	-0.17
28	0.0	0.3	-0.1	0.1	108.4	-0.58
29	0.0	0.0	0.0	0.0	0.0	-0.02
30	0.0	0.0	-0.3	0.1	180.0	0.25
31	0.0	-0.1	-0.7	0.5	188.1	0.28
32	0.0	-0.4	0.0	0.2	180.0	-0.56
33	0.0	0.0	-0.4	0.2	180.0	-0.62
34	0.0	-0.1	-0.1	0.0	225.0	-0.07
35	0.0	-0.3	-0.1	0.1	251.6	0.34
36	0.0	0.0	-0.1	0.0	180.0	0.3
37	0.0	0.3	-0.1	0.1	108.4	0.48
38	0.0	0.0	0.0	0.0	0.0	0.17
39	0.0	-0.4	-0.4	0.4	225.0	-0.88
40	0.0	-0.3	-0.1	0.1	251.6	-0.33
41	0.0	-0.1	-0.1	0.0	225.0	-0.97
42	0.0	0.1	0.0	0.0	90.0	-0.01
43	0.0	-0.1	-0.1	0.0	225.0	0.1
44	0.0	0.0	-0.1	0.0	180.0	-0.09
45	0.0	0.0	-0.3	0.1	180.0	0.25
46	0.0	-0.4	0.0	0.2	180.0	0.3
47	0.0	0.0	-0.5	0.3	180.0	0.01
48	0.0	0.0	-0.4	0.2	180.0	0.32
49	0.0	0.0	0.0	0.0	0.0	0.01
50	0.0	-0.1	-0.4	0.2	194.0	0.53
51	0.0	0.0	0.0	0.0	0.0	-0.02
52	0.0	-0.1	-0.1	0.0	225.0	0.05
53	0.0	0.0	-0.1	0.0	180.0	-0.28
54	0.0	-0.1	-0.1	0.0	225.0	-0.38
55	0.0	-0.3	-0.1	0.1	251.6	-0.52
56	0.0	-0.1	-0.1	0.0	225.0	0.09
57	0.0	0.1	-0.3	0.1	161.6	0.34
58	0.0	0.0	0.0	0.0	0.0	0.25
59	0.0	0.0	0.0	0.0	0.0	-0.11
60	0.0	0.2	-0.4	0.2	153.4	0.25
61	0.0	0.0	0.0	0.0	0.0	0.27
62	0.0	0.0	-0.1	0.0	180.0	-0.12
63	0.0	0.2	-0.3	0.2	146.3	-0.56
64	0.0	-0.1	-0.3	0.1	198.4	-0.27
65	0.0	0.0	-0.1	0.0	180.0	-0.07
66	0.0	0.0	0.0	0.0	0.0	-0.18
67	0.0	-0.1	-0.4	0.2	194.0	-0.44
68	0.0	0.3	-0.1	0.1	108.4	0.56
69	0.0	-0.3	0.0	0.1	180.0	0.53
70	0.0	0.3	0.0	0.1	90.0	0.41
71	0.0	0.0	-0.4	0.2	180.0	0.15
72	0.0	-0.1	-0.1	0.0	225.0	-0.12
73	0.0	0.1	-0.1	0.0	135.0	-0.1
74	0.0	0.0	-0.1	0.0	180.0	-0.1
75	0.0	-0.1	-0.1	0.0	225.0	0.02
76	0.0	0.0	0.0	0.0	0.0	0.06
77	0.0	0.2	-0.2	0.1	135.0	-0.35
78	0.0	0.0	-0.1	0.0	180.0	-0.08
79	0.0	-0.2	-0.1	0.0	243.4	0.46
80	0.0	0.1	-0.1	0.0	135.0	-0.08
81	0.0	0.0	0.2	0.0	0.0	-0.58
82	0.0	-0.1	0.0	0.0	180.0	-0.02
83	0.0	0.0	-0.4	0.2	180.0	0.27
84	0.0	-0.1	-0.1	0.0	225.0	0.03
85	0.0	-0.1	-0.4	0.2	194.0	-0.37
86	0.0	0.0	-0.1	0.0	180.0	0.07
87	0.0	-0.1	-0.3	0.1	198.4	-0.43
88	0.0	0.0	-0.1	0.0	180.0	0.09
89	0.0	-0.1	-0.1	0.0	225.0	0.14
90	0.0	0.0	0.0	0.0	0.0	-0.0
91	0.0	0.0	-0.4	0.2	180.0	-0.4
92	0.0	-0.1	-0.1	0.0	225.0	0.15
93	0.0	-0.1	-0.1	0.0	225.0	-0.01
94	0.0	0.0	0.0	0.0	0.0	0.1
95	0.0	0.1	0.0	0.0	90.0	0.08
96	0.0	0.0	0.0	0.0	0.0	-0.09
97	0.0	0.5	0.0	0.3	90.0	0.01
98	0.0	-0.1	0.0	0.0	180.0	-0.01
99	0.0	0.1	-0.4	0.2	166.0	-0.34
100	0.0	-0.1	-0.1	0.0	225.0	0.21
101	0.0	-0.4	-0.5	0.4	218.7	0.91
102	0.0	-0.2	-0.4	0.2	206.6	0.71
103	0.0	0.0	0.0	0.0	0.0	0.02
104	0.0	0.0	0.0	0.0	0.0	0.04
105	0.0	0.0	-0.4	0.2	180.0	-0.39
106	0.0	-0.1	0.2	0.0	333.4	0.25
107	0.0	0.0	0.2	0.0	0.0	0.34
108	0.0	-0.1	0.0	0.0	180.0	-0.06
109	0.0	0.3	-0.1	0.1	108.4	-0.37
110	0.0	0.0	0.0	0.0	0.0	-0.04
111	0.0	-0.1	0.0	0.0	180.0	-0.06
112	0.0	0.0	-0.1	0.0	180.0	0.04
113	0.0	0.0	0.0	0.0	0.0	-0.02
114	0.0	0.0	0.0	0.0	0.0	0.3
115	0.0	-0.1	-0.3	0.1	198.4	0.21
116	0.0	0.2	0.1	0.0	63.4	-0.33
117	0.0	0.1	0.0	0.0	90.0	-0.14
118	0.0	0.3	-0.3	0.2	135.0	-0.66
119	0.0	0.0	0.0	0.0	0.0	0.0
120	0.0	0.0	-0.1	0.0	180.0	-0.11
