1	0.0	-0.4	0.1	0.4	284.0	-0.42
2	0.0	-0.1	0.4	0.4	346.0	0.51
3	0.0	-0.4	0.0	0.4	180.0	-0.49
4	0.0	-0.5	-0.5	0.7	225.0	-0.15
5	0.0	-0.9	-1.1	1.4	219.3	0.05
6	0.0	-0.2	-1.8	1.8	186.3	0.17
7	0.0	-0.1	-1.9	1.9	183.0	0.05
8	0.0	0.9	-1.2	1.5	143.1	-0.15
9	0.0	0.0	-0.2	0.2	180.0	0.43
10	0.0	-0.4	0.0	0.4	180.0	0.56
11	0.0	-0.4	0.0	0.4	180.0	0.5
12	0.0	-0.2	0.9	0.9	347.5	0.21
13	0.0	-0.1	0.5	0.5	348.7	-0.41
14	0.0	-0.1	0.2	0.2	333.4	-0.18
15	0.0	-0.4	0.9	1.0	336.0	-0.37
16	0.0	-0.7	0.0	0.7	180.0	-0.0
17	0.0	-1.6	-0.7	1.7	246.4	0.15
18	0.0	-1.5	-0.8	1.7	241.9	-0.1
19	0.0	-1.4	-1.9	2.4	216.4	0.54
20	1.0	-1.1	-2.6	2.8	202.9	-0.32
21	1.0	-0.6	-3.8	3.8	189.0	-0.72
22	1.0	0.4	-3.2	3.2	172.9	-0.64
23	1.0	1.0	-2.6	2.8	159.0	-0.42
24	0.0	1.0	-2.0	2.2	153.4	-0.05
25	0.0	0.8	-0.9	1.2	138.4	0.1
26	0.0	0.3	-0.6	0.7	153.4	-0.91
27	0.0	-0.4	0.0	0.4	180.0	-0.44
28	0.0	-0.5	0.4	0.6	308.7	1.11
29	0.0	-0.4	0.1	0.4	284.0	0.24
30	0.0	-0.6	0.1	0.6	279.5	0.08
31	0.0	-0.3	-0.8	0.9	200.6	0.29
32	0.0	-1.6	-0.6	1.7	249.4	-0.1
33	1.0	-2.4	-1.9	3.1	231.6	0.14
34	1.0	-3.3	-3.0	4.5	227.7	0.32
35	1.0	-2.7	-3.9	4.7	214.7	-0.47
36	1.0	-1.3	-5.1	5.3	194.3	-0.17
37	1.0	1.7	-5.0	5.3	161.2	-0.85
38	1.0	2.4	-3.9	4.6	148.4	0.41
39	1.0	2.0	-2.4	3.1	140.2	0.26
40	0.0	1.0	-1.8	2.1	150.9	-1.0
41	0.0	0.8	-0.8	1.1	135.0	0.24
42	0.0	0.0	-0.1	0.1	180.0	0.07
43	0.0	-0.4	-0.3	0.5	233.1	1.02
44	0.0	-0.2	0.0	0.2	180.0	0.16
45	0.0	-0.5	-0.3	0.6	239.0	0.81
46	0.0	-1.1	-0.5	1.2	245.6	-0.47
47	1.0	-2.5	-0.8	2.6	252.3	-0.43
48	1.0	-4.2	-1.8	4.6	246.8	-0.14
49	1.0	-6.4	-2.5	6.9	248.7	0.06
50	1.0	-4.5	-3.0	5.4	236.3	-0.3
51	1.0	-2.5	-3.4	4.2	216.3	-0.72
52	1.0	2.6	-3.0	4.0	139.1	-0.62
53	1.0	3.9	-2.7	4.7	124.7	-0.16
54	1.0	3.8	-1.3	4.0	108.9	-0.49
55	0.0	1.9	-0.5	2.0	104.7	0.22
56	0.0	1.0	-0.1	1.0	95.7	0.27
57	0.0	0.5	-0.1	0.5	101.3	0.15
58	0.0	0.0	0.0	0.0	0.0	-0.33
59	0.0	-0.1	-0.1	0.1	225.0	-0.35
60	0.0	-0.3	-0.2	0.4	236.3	-0.28
61	0.0	-0.8	-0.5	0.9	238.0	0.83
62	1.0	-2.9	0.1	2.9	272.0	0.06
63	1.0	-5.5	0.9	5.6	279.3	-0.38
64	1.0	-7.7	1.5	7.8	281.0	0.01
65	1.0	-5.9	1.8	6.2	287.0	0.36
