60	61	1
123	61	2
186	61	3
247	61	4
309	61	5
371	61	6
433	61	7
495	61	8
557	61	9
618	61	10
681	61	11
745	61	12
808	61	13
873	61	14
933	61	15
60	124	16
123	124	17
186	124	18
247	124	19
309	124	20
371	124	21
433	124	22
495	124	23
557	124	24
618	124	25
681	124	26
745	124	27
808	124	28
873	124	29
933	124	30
60	186	31
123	186	32
186	186	33
247	186	34
309	186	35
371	186	36
433	186	37
495	186	38
557	186	39
618	186	40
681	186	41
745	186	42
808	186	43
873	186	44
933	186	45
60	250	46
123	250	47
186	250	48
247	250	49
309	250	50
371	250	51
433	250	52
495	250	53
557	250	54
618	250	55
681	250	56
745	250	57
808	250	58
873	250	59
933	250	60
60	312	61
123	312	62
186	312	63
247	312	64
309	312	65
371	312	66
433	312	67
495	312	68
557	312	69
618	312	70
681	312	71
745	312	72
808	312	73
873	312	74
933	312	75
60	375	76
123	375	77
186	375	78
247	375	79
309	375	80
371	375	81
433	375	82
495	375	83
557	375	84
618	375	85
681	375	86
745	375	87
808	375	88
873	375	89
933	375	90
60	437	91
123	437	92
186	437	93
247	437	94
309	437	95
371	437	96
433	437	97
495	437	98
557	437	99
618	437	100
681	437	101
745	437	102
808	437	103
873	437	104
933	437	105
60	502	106
123	502	107
186	502	108
247	502	109
309	502	110
371	502	111
433	502	112
495	502	113
557	502	114
618	502	115
681	502	116
745	502	117
808	502	118
873	502	119
933	502	120
